Node	CF	CN	CR	C^	Cr	C~
4371	8957	2493	7828	77	15	3
4372	334	250	1199	39	4	5
4373	804	514	3828	55	9	31
4374	12654	15786	29440	34	29	1
4375	3494	1472	9015	113	26	11
4376	2711	5751	12649	909	62	1006
4377	6179	1727	7869	67	2	10
4378	6804	1004	7546	0	2	0
4379	2093	3856	8868	810	158	598
438	33524	14941	57443	1779	231	603
4380	3533	3006	14662	65	26	11
4381	198	55	792	0	0	0
4382	1313	1076	5706	20	4	3
4383	21618	45153	42842	570	5	9
4384	15361	18764	17556	25	3	5
4385	107	46	544	0	0	0
4386	5352	2851	13466	221	25	78
4387	43	23	227	1	0	0
4388	190	278	2213	2	1	0
4389	986	732	3340	18	6	3
439	4025	5294	13752	1104	74	418
4390	2	1	19	0	0	0
4391	40500	49247	78186	553	119	2
4392	1691	786	7570	9	16	0
4393	20411	2400	9678	4	1	0
4394	76	115	1221	13	0	3
4395	81	114	1284	11	0	3
4396	49	11	521	0	3	0
4397	84	32	352	1	0	1
4398	3	3	20	0	0	0
4399	53	37	199	6	11	1
44	38763	63280	134316	10294	1166	5356
440	9946	12789	43225	2487	243	741
4400	9	26	190	2	0	1
4401	9	26	190	2	0	1
4402	15453	8082	20577	57	4	2
4403	2822	5182	23304	615	26	353
4404	72098	50449	66091	1263	24	12
4405	7799	5186	11360	797	50	51
4406	125	65	206	0	0	0
4407	19	2	53	0	0	0
4408	59	31	348	0	1	0
4409	19	2	53	0	0	0
441	37428	55459	123122	7061	1003	2922
4410	304	102	1441	0	0	0
4411	45	85	519	10	0	3
4412	678	615	1647	8	0	2
4413	1503	587	3371	5	1	0
4414	3424	5798	23090	126	13	17
4415	17268	12514	54466	722	269	58
4416	37	104	444	22	0	4
4417	423	268	1489	42	5	8
4418	15015	13128	26695	293	4	105
4419	15444	13065	28281	324	31	75
442	15277	14404	41182	2515	255	884
4420	5459	2676	15435	27	10	0
4421	671	228	3219	5	17	0
4422	578	213	2518	14	9	1
4423	117	80	901	9	9	1
4424	2633	1628	12258	61	4	8
4425	3518	976	4925	49	6	6
4426	3818	1879	10322	45	9	5
4427	3297	2147	10049	34	3	5
4428	71	101	511	12	2	5
4429	76	32	644	2	6	0
443	42376	27424	59077	2738	240	1257
4430	94	39	594	4	0	0
4431	20	8	51	0	0	0
4432	79	48	375	5	0	1
4433	3	30	207	7	0	10
4434	347	186	1695	0	0	0
4435	1297	885	3325	16	5	0
4436	2069	1441	5565	137	21	28
4437	1607	1139	4716	120	17	14
4438	1	0	4	0	0	0
4439	1118	682	3633	22	16	2
444	478	594	2694	29	0	5
4440	367	198	1499	21	7	2
4441	1111	562	2758	30	9	2
4442	358	276	1547	28	23	1
4443	1	6	65	0	0	0
4444	196	91	702	11	0	0
4445	0	1	4	0	0	0
4446	78	193	858	0	0	0
4447	953	356	2742	7	0	1
4448	7820	2618	13518	196	36	7
4449	420	523	1932	89	9	60
445	2454	1583	7516	167	40	10
4450	210	157	1536	3	0	1
4451	19831	23000	88396	1002	55	135
4452	16407	10809	25200	633	79	19
4453	1618	708	4283	19	0	4
4454	1618	708	4283	19	0	4
4455	4908	3705	13332	37	11	23
4456	728	910	4487	59	12	23
4457	10004	6923	26274	796	116	169
4458	1137	1371	7153	224	5	99
4459	8608	7594	24749	41	3	10
446	30527	15730	49989	952	294	349
4460	224	773	1934	73	0	26
4461	481	882	3014	76	9	26
4462	6052	3732	12542	250	27	12
4463	4933	1335	8213	92	17	26
4464	4411	1635	11738	100	38	6
4465	2739	1329	5965	95	1	26
4466	33598	17790	38271	1440	124	829
4467	35849	20297	37018	1931	130	1107
4468	6649	4163	12709	510	0	56
4469	1	6	49	0	0	0
447	20347	15888	61810	1720	462	565
4470	20	8	418	0	0	0
4471	1869	2659	15781	55	5	4
4472	346	180	1144	8	0	0
4473	7922	3636	17178	127	0	20
4474	123	292	2292	10	1	16
4475	1904	576	3863	0	0	0
4476	15094	28913	74965	901	0	27
4477	46	214	1273	10	0	16
4478	470	376	3007	33	8	7
4479	168	176	1636	33	8	7
448	73688	65589	161923	9980	893	3969
4480	188	319	860	87	8	37
4481	983	980	3113	171	13	89
4482	3279	2930	9408	435	84	109
4483	267	490	2082	71	3	59
4484	889	915	3679	96	8	63
4485	133	437	913	76	8	73
4486	920	959	2815	194	12	79
4487	116	440	899	79	4	75
4488	190	163	927	28	8	1
4489	24026	13302	51988	490	66	39
449	3091	1559	11854	61	16	5
4490	522	481	7963	0	0	0
4491	1998	593	9028	7	4	0
4492	9284	8792	30379	121	31	6
4493	1508	731	4539	103	1	9
4494	1537	1473	4910	318	26	35
4495	3643	4996	13279	600	21	917
4496	2817	8799	29334	5	11	1
4497	318	439	1771	37	0	2
4498	2218	4343	9426	929	57	700
4499	5881	3678	12997	403	55	52
45	28837	6647	34836	541	125	57
450	26704	13141	40323	1582	195	558
4500	3123	1440	9545	46	8	0
4501	3869	1265	6574	2	26	0
4502	0	0	3	0	0	0
4503	0	3	20	0	0	0
4504	12342	3925	16259	94	21	7
4505	18118	9247	42886	407	170	105
4506	3249	1299	4309	34	2	0
4507	294	240	1089	0	1	0
4508	1326	805	4684	26	7	0
4509	11305	8371	22282	1114	64	82
451	32540	21883	56495	2836	368	1030
4510	900	1659	5660	47	8	0
4511	6949	4625	14685	179	17	15
4512	11298	14726	46640	211	20	1
4513	3918	6916	15271	355	61	12
4514	3780	4050	8632	492	20	181
4515	3	3	122	0	0	0
4516	4784	3407	12488	317	24	142
4517	4437	2466	10776	153	12	57
4518	9995	6033	20374	583	71	68
4519	5577	3256	13600	165	9	12
452	17035	21821	57026	4252	384	1687
4520	1889	541	5403	24	14	0
4521	377	216	1602	4	0	4
4522	2812	1552	5216	12	4	5
4523	10294	2122	13764	129	34	6
4524	4250	2181	10362	43	19	7
4525	711	583	4349	10	0	0
4526	856	637	3012	19	13	1
4527	38936	29766	40550	168	28	4
4528	1392	614	1955	120	19	11
4529	203	73	395	0	0	0
453	13418	12540	35297	1477	159	613
4530	7756	4512	15036	329	18	66
4531	1004	620	2919	0	0	0
4532	548	578	2392	103	57	48
4533	0	0	10	0	0	0
4534	8	14	1095	0	0	0
4535	6131	3102	6618	26	6	1
4536	6154	3056	6162	21	0	1
4537	61	17	227	0	0	0
4538	3227	3860	20355	56	25	12
4539	2234	1985	7928	190	20	53
454	52848	46188	114643	6869	961	2858
4540	2050	1341	4803	104	8	30
4541	26296	6160	20918	37	61	1
4542	26705	23982	75095	461	52	11
4543	2134	1870	9236	34	11	0
4544	5230	2442	7726	3	0	0
4545	3018	1422	8636	100	15	2
4546	324	2822	4842	5	0	2
4547	5192	6180	17883	214	50	7
4548	5859	5192	16291	34	6	0
4549	3195	1622	7073	50	1	1
455	7021	4597	18332	1092	17	171
4550	4966	2604	15494	10	20	0
4551	9372	3925	21752	204	110	5
4552	47	63	891	4	0	1
4553	323	183	1646	10	0	0
4554	3044	1638	6941	55	0	4
4555	27199	16118	51539	94	88	0
4556	14508	6223	25991	637	250	69
4557	12504	5824	19495	572	56	126
4558	15869	22499	68781	1321	276	577
4559	8848	15712	50788	1115	404	529
456	10445	10017	26910	192	60	2
4560	9669	5820	14454	189	26	105
4561	12	1	32	0	3	0
4562	29	11	241	0	6	0
4563	2779	477	3677	0	1	0
4564	282	195	3443	0	0	0
4565	29917	33001	51962	386	106	1
4566	9717	4831	20324	36	1	0
4567	1152	1278	9733	0	0	0
4568	703	700	4016	22	10	0
4569	5171	1774	7030	12	43	0
457	51385	46514	121158	5135	560	2303
4570	4332	1346	4502	2	8	0
4571	2456	861	3336	49	1	7
4572	860	861	5369	16	0	1
4573	1188	906	3982	2	1	0
4574	37	14	178	0	0	0
4575	1	0	57	0	0	0
4576	21957	6020	20479	89	49	1
4577	216	81	788	0	1	0
4578	20299	2319	8180	5	3	0
4579	1	0	3	0	0	0
458	19055	12683	39263	1404	481	108
4580	2	0	102	0	0	0
4581	1	3	243	0	0	0
4582	644	903	4808	91	0	84
4583	2470	2877	11708	174	16	96
4584	6642	3412	13909	275	32	55
4585	669	1008	6153	110	3	94
4586	103	145	958	9	0	13
4587	759	556	2083	19	0	14
4588	3	24	193	7	0	10
4589	759	556	2083	19	0	14
459	953	794	4041	64	37	5
4590	419	205	1881	9	1	13
4591	895	1948	5701	48	0	1
4592	335	502	2659	17	7	1
4593	70	43	515	0	0	0
4594	11118	6579	21593	33	0	0
4595	198	100	433	3	0	1
4596	1689	477	2610	7	1	0
4597	23282	4343	15087	34	53	0
4598	3570	1870	13111	149	0	4
4599	616	227	1503	23	0	1
46	32382	62689	114504	10291	927	5618
460	47869	31422	70008	3030	325	1410
4600	1117	479	1441	0	0	0
4601	1444	714	2614	0	14	0
4602	22	23	174	0	0	0
4603	18	3	59	0	0	0
4604	52	51	184	18	5	0
4605	339	328	1856	15	0	5
4606	542	499	2725	18	0	6
4607	3468	957	6583	19	9	6
4608	13211	1969	9358	98	11	4
4609	1349	571	3959	0	5	0
461	138075	128684	326767	10747	1888	3177
4610	0	0	24	1	0	0
4611	2552	704	6442	28	25	0
4612	4325	791	3965	11	3	0
4613	765	284	1756	7	1	0
4614	1268	4020	16473	25	17	5
4615	894	792	1941	126	1	30
4616	93	117	823	4	0	4
4617	49	120	784	6	0	5
4618	42	127	1045	8	0	5
4619	610	385	2921	14	6	0
462	206763	197147	496291	15763	3285	4315
4620	30	61	468	0	0	0
4621	172	103	627	10	1	0
4622	15485	2450	18952	122	25	0
4623	4196	3303	11458	151	95	3
4624	688	966	3808	325	6	56
4625	660	912	2861	99	10	41
4626	704	663	2491	60	7	26
4627	689	3221	5469	18	2	9
4628	16	42	288	0	0	0
4629	3	15	54	0	0	0
463	1225	1413	5794	154	21	20
4630	169	212	951	0	0	0
4631	3688	1269	4901	83	0	10
4632	127	73	754	7	1	0
4633	283	143	314	10	0	0
4634	284	160	345	21	0	1
4635	599	723	2446	258	0	35
4636	760	864	2996	349	22	66
4637	113	40	135	0	0	0
4638	26	40	325	0	0	0
4639	1944	913	7142	38	11	2
464	594	654	2879	92	12	8
4640	91	167	2658	6	9	0
4641	20	16	179	0	0	0
4642	10476	6066	37975	275	72	56
4643	222	139	463	0	0	0
4646	4990	3670	6709	1	37	0
4647	7140	4576	16399	27	39	0
4648	1	20	130	0	0	0
4649	4615	868	5887	0	0	0
465	13274	12192	36250	1904	190	636
4650	124	47	275	0	0	0
4651	24	21	177	0	0	0
4652	288	438	2546	14	7	20
4653	0	0	2	1	0	0
4654	0	1	12	1	0	0
4655	0	1	12	1	0	0
4656	551	1864	10328	0	0	0
4657	141	191	522	0	0	0
4658	40	41	194	5	0	0
4659	1189	826	3027	130	22	21
466	62783	78959	172989	5933	980	2374
4660	736	598	1373	66	7	18
4661	276	102	885	0	0	0
4662	0	0	28	0	0	0
4663	150	148	683	0	1	0
4664	27	27	178	10	0	1
4665	337	304	1884	1	2	0
4666	955	490	7448	62	1	11
4667	6011	1954	3963	56	0	0
4668	8	13	57	0	0	0
4669	10	0	37	0	0	0
467	18821	14833	57261	1617	231	313
4670	164	132	3708	0	0	0
4671	3	0	19	0	0	0
4672	48	9	121	0	11	0
4673	224	110	1506	1	0	0
4674	10192	2806	15331	119	10	14
4675	1659	924	3369	25	0	0
4676	3073	3447	9081	361	6	70
4677	20506	9820	20927	1973	62	216
4678	27257	18874	39270	3683	145	734
4679	20312	17779	29482	3880	196	1054
468	49916	30625	101844	3656	655	1240
4680	3118	2767	7754	302	4	50
4681	2728	1370	3200	31	0	0
4685	1304	494	4443	55	41	3
4686	86	112	603	3	0	0
4687	86	112	603	3	0	0
4688	22564	4509	15889	251	79	26
4689	4940	1981	14668	100	4	26
469	184927	204805	410044	11902	3192	2492
4690	445	244	1667	19	0	0
4693	6982	3805	8052	284	19	6
4694	7124	4003	9560	284	19	6
4695	4	2	266	0	0	0
4696	9920	3914	17753	70	8	0
4697	165	84	690	4	0	0
4698	165	83	447	4	0	0
4699	16781	5161	21974	144	107	36
47	131877	161235	341815	26479	2705	8981
470	115775	104248	248382	10257	1576	3841
4700	9596	6396	22805	1057	44	111
4701	2902	9132	19749	25	8	3
4702	6840	5230	17608	180	28	10
4703	1563	651	5118	52	8	12
4704	40295	38997	49140	440	5	11
4705	47	105	1353	3	0	10
4706	1451	723	8722	3	2	10
4707	362	99	763	1	0	0
4708	11671	4593	15283	151	576	4
4709	0	0	8	0	0	0
471	2025	2644	10782	211	80	53
4710	0	0	1	0	0	0
4711	82	59	542	0	0	0
4712	7503	4826	13115	406	44	22
4713	933	1856	7253	751	12	195
4714	3571	3689	13009	0	0	0
4715	20	3953	15096	2	0	0
4716	10876	23192	43052	163	22	6
4717	459	172	2411	0	6	0
4718	152	53	735	0	0	0
4719	52	39	457	0	0	0
472	16109	16230	55393	2331	290	708
4720	0	0	3	0	0	0
4721	3	0	8	0	0	0
4722	366	226	1822	12	2	1
4723	34	60	414	1	0	0
4724	3252	3071	11043	277	14	55
4725	3874	2353	14896	249	20	36
4726	1584	923	6161	60	5	13
4727	23	48	460	5	0	0
4728	6141	3000	23399	198	11	26
4729	762	1967	11166	0	0	0
473	36897	22312	46974	1975	78	1435
4730	2217	961	4072	41	5	7
4731	10111	9098	34434	98	0	0
4732	821	307	1355	0	0	0
4733	15	0	50	0	0	0
4734	249	79	2112	0	0	0
4735	0	4	36	0	0	0
4736	14	36	208	6	0	1
4737	3	21	39	2	0	1
4738	12	44	214	6	0	1
4739	2342	1536	6294	119	27	17
474	88408	53671	115447	5078	526	1892
4740	665	196	1495	0	0	0
4741	1202	1941	3785	568	11	352
4742	3574	3986	10478	521	19	699
4743	1159	3010	4367	505	13	788
4744	4327	6674	19256	31	2	21
4745	4281	7017	20337	69	1	38
4746	4253	6863	19512	46	0	32
4747	5917	8654	28298	76	18	31
4748	4298	7051	20941	78	6	39
4749	21	7	656	0	0	0
475	35274	20795	36795	1613	23	1587
4750	2174	905	5261	31	7	0
4751	4274	2470	7525	136	8	26
4752	20546	2881	8925	6	0	0
4753	98	76	568	11	0	0
4754	7984	5150	13541	452	17	43
4755	1690	1118	3358	38	0	1
4756	746	341	1466	0	0	0
4757	495	135	2337	0	0	0
4758	2789	878	4076	36	0	8
4759	2868	2216	6889	175	27	54
476	34495	21599	36891	1464	14	1788
4760	146	197	1547	11	0	1
4761	9533	3361	13467	75	563	4
4762	3268	5592	13156	11	0	10
4763	417	79	1328	0	0	0
4764	1875	910	1815	0	0	0
4765	2	4	91	0	0	0
4766	60	49	452	0	0	0
4767	30	13	248	0	0	0
4768	6	8	72	0	0	0
4769	1	20	6	3	0	10
477	86527	61369	127678	7581	1325	2695
4770	0	12	3	6	0	11
4771	0	12	3	6	0	11
4772	3	20	16	6	0	11
4773	1	14	2	3	0	10
4774	0	10	4	0	0	0
4775	1	14	2	3	0	10
4776	133	125	1041	0	0	0
4777	207	271	1620	67	0	10
4778	19865	2727	7550	4	1	0
4779	8937	3141	10556	8	13	0
478	30890	18171	32106	1323	4	1482
4780	8301	3374	14858	131	47	25
4781	4695	796	4904	26	4	0
4782	6	10	45	2	3	0
4783	11812	13670	17835	14	3	0
4784	816	405	2117	11	16	0
4785	1589	849	3967	62	4	9
4786	17	39	420	1	0	0
4787	4005	600	4898	7	1	0
4788	3442	357	3554	0	1	0
4789	3612	515	4275	10	0	0
479	46045	48970	94673	5424	1000	3365
4790	107	124	263	0	0	0
4791	3255	514	3262	0	0	0
4792	3988	985	4800	0	0	0
4793	3066	5405	12359	3	0	4
4794	5	1	69	0	0	0
4795	563	1114	8942	5	2	0
4796	964	354	1437	38	13	0
4797	1234	398	1387	74	5	5
4798	758	245	965	42	7	1
4799	1207	1002	2634	22	0	0
48	13958	13407	18413	17	9	1
480	29594	20179	35368	1361	4	1789
4800	148	147	1096	10	1	4
4801	71	112	559	16	4	5
4802	259	351	1700	24	0	10
4803	1165	1190	4125	145	0	35
4804	1165	1190	4125	145	0	35
4805	6485	3763	21448	359	45	12
4806	63	93	458	12	2	5
4807	6927	10965	26583	1	35	0
4808	570	465	1904	0	0	0
4809	570	465	1904	0	0	0
481	170631	200836	317461	24304	2686	13550
4810	3	8	15	0	0	0
4811	3	8	19	0	0	0
4812	8	4	34	2	0	0
4813	0	1	4	0	0	0
4814	7321	11373	38381	295	110	18
4815	2752	4947	22855	107	12	16
4816	11771	3199	10077	190	33	6
4817	8046	732	4514	0	0	0
4818	666	342	2451	0	0	0
4819	103	142	1415	0	0	0
482	53145	48705	103022	4025	606	2220
4820	80	92	726	0	0	0
4821	80	92	752	0	0	0
4822	19162	20899	34269	86	30	3
4823	5624	2034	6304	6	0	0
4824	1176	255	1727	0	0	0
4825	434	571	3827	16	9	20
4826	37804	8908	23113	731	106	66
4827	214	92	395	8	0	1
4828	644	637	2719	20	4	3
4829	12	1	32	0	3	0
483	39902	62261	102795	9995	341	10126
4830	22	57	459	0	0	0
4831	27	8	509	0	2	0
4832	20247	2602	9802	3	24	0
4833	0	2	0	2	0	0
4834	0	1	0	2	0	1
4835	0	1	0	2	0	1
4836	94	59	476	0	0	0
4837	0	0	18	0	0	0
4838	0	0	1	0	0	0
4839	0	0	1	0	0	0
484	33264	22811	41507	1664	120	1838
4840	7580	2619	8776	0	4	0
4841	4336	2422	9973	27	6	0
4842	20274	2304	7446	0	0	0
4843	15	1	355	0	0	0
4844	20280	2304	7668	0	0	0
4845	7	0	31	0	0	0
4846	6	0	7	0	0	0
4847	3800	2155	10952	202	0	4
4848	6	9	103	0	0	0
4849	4821	4132	10404	309	33	118
485	318664	253035	696271	19733	4127	4316
4852	60	48	662	2	0	0
4853	37924	41633	35078	272	4	0
4854	14	8	142	0	0	0
4855	18	12	28	2	0	0
4856	6	0	40	0	0	0
4857	1	0	2	0	0	0
4858	1	0	2	0	0	0
4859	4818	1462	3664	3	5	1
486	51732	37140	84593	2983	488	2124
4860	3310	7747	15012	550	15	844
4861	1795	3626	7299	698	29	736
4862	0	15	60	0	0	0
4863	153	78	299	0	0	0
4864	1099	530	1738	43	1	2
4865	474	200	1808	28	5	0
4866	1046	887	5680	14	0	1
4867	8	2	105	0	0	0
4868	410	331	1838	0	0	0
4869	0	0	39	0	0	0
487	114246	112007	236171	17062	2355	4830
4870	2487	1184	4834	44	10	0
4871	22947	9844	23480	2173	34	188
4872	278	230	1466	1	8	0
4873	468	753	1851	53	0	50
4874	468	753	1851	53	0	50
4875	298	427	1544	43	0	35
4876	755	139	984	0	0	0
4877	33835	34059	44291	235	24	2
4878	119	34	219	0	0	0
4879	119	34	219	0	0	0
488	63451	43907	89065	4679	747	2283
4880	119	34	219	0	0	0
4881	145	65	267	0	0	0
4882	1043	498	1814	82	26	4
4883	592	120	588	6	0	0
4884	607	96	559	0	0	0
4885	1003	297	1104	37	5	1
4886	892	423	1111	48	7	10
4887	473	310	1102	43	20	0
4888	782	524	1268	54	5	15
4889	58	20	541	0	0	0
489	52074	61161	124228	7552	1574	3788
4890	3	0	78	0	0	0
4891	1000	460	2678	0	2	0
4892	219	271	758	15	0	4
4893	19	27	617	0	0	0
4894	8867	4221	16950	16	1	0
4895	1	0	18	0	0	0
4896	0	2	4	0	0	0
4897	0	2	3	0	0	0
4898	0	1	1	0	0	0
4899	3	3	108	0	1	0
49	117546	137159	320091	16488	1418	4749
490	233780	174326	426572	13884	2005	3754
4900	1138	477	2922	27	1	1
4901	41	4	113	0	1	0
4902	479	415	4072	56	8	5
4903	12	16	561	0	0	0
4904	4759	2433	9732	17	24	1
4905	30309	29024	41702	355	4	5
4906	22640	16484	43071	46	26	0
4907	3	1	43	0	0	0
4908	150	158	1189	25	2	5
4909	1223	539	2894	27	4	7
491	84460	80025	154634	11571	1586	4628
4910	285	47	1073	0	0	0
4911	1030	890	4221	2	0	0
4912	41	64	360	5	0	1
4913	1090	1913	1712	0	0	0
4914	49	17	415	0	0	0
4915	17376	14174	44577	1760	347	308
4916	784	261	1494	0	0	0
4917	6178	9861	31085	109	0	0
4918	6	0	44	0	0	0
4919	378	116	1349	0	1	0
492	80955	53812	114448	7356	948	2695
4920	237	221	2861	10	0	1
4921	395	385	1160	0	0	0
4922	69	89	490	1	0	0
4923	71	91	521	1	0	0
4924	402	281	1338	41	1	4
4925	248	148	940	0	1	0
4926	3	1	40	0	0	0
4927	234	112	2312	0	1	0
4928	1	0	3	0	0	0
4929	3	63	13	0	0	0
493	19533	14094	61512	1475	301	153
4930	1	0	3	0	0	0
4931	1239	851	2520	16	0	0
4932	801	666	3369	15	4	0
4933	0	1	6	0	0	0
4934	9	6	60	1	0	0
4935	3683	2028	9370	256	0	10
4936	66	25	531	0	0	0
4937	5290	1387	6733	60	6	5
4938	9068	8962	25388	1408	58	357
4939	77	24	633	0	0	0
494	29534	19662	33941	1361	4	1789
4940	1003	708	1999	0	0	0
4941	85	30	666	3	0	0
4942	1242	3298	17046	13	0	10
4943	123	151	626	0	1	0
4944	226	223	459	0	0	0
4945	51	131	675	11	0	4
4946	45	142	743	13	0	8
4947	2	13	43	3	0	0
4948	85	108	747	0	0	1
4949	8	7	106	0	0	0
495	37508	22495	42099	1388	103	1789
4950	59	33	433	0	0	0
4951	6173	2304	4085	0	2	0
4952	125	74	765	7	0	1
4953	217	287	1703	16	1	8
4954	235	309	1781	22	1	8
4955	1508	773	2722	11	4	5
4956	237	275	1902	14	1	7
4957	28859	14425	23523	0	5	0
4958	4042	788	3049	6	0	1
4959	4042	788	3049	6	0	1
496	12731	8422	32913	678	100	54
4960	385	117	2432	0	0	0
4961	447	80	1870	0	0	0
4962	1340	1258	5061	175	7	16
4963	178	152	1061	12	4	1
4964	186	90	863	8	4	0
4965	118	182	446	1	0	0
4966	42	25	113	8	0	1
4967	208	137	611	14	10	1
4968	28	54	301	13	1	3
4969	58	24	234	4	4	0
497	309424	256676	639670	40443	7772	7545
4970	2	1	69	0	0	0
4971	196	161	1398	6	0	1
4972	220	166	1031	2	2	0
4973	29597	17574	23787	10	74	0
4974	59	40	339	0	0	0
4975	1321	453	2838	64	0	4
4976	10817	10179	18394	0	2	0
4977	0	1	32	0	0	0
4978	218	63	575	4	0	0
4979	16	12	119	0	0	0
498	8302	10049	32235	1248	181	585
4980	123	120	1807	3	0	0
4981	137	64	631	4	7	0
4982	180	131	501	1	2	0
4983	246	160	1269	0	0	0
4984	352	118	821	5	0	0
4985	58	113	697	0	0	0
4986	12	3	143	0	0	0
4987	97	24	1122	0	0	0
4988	333	109	655	0	0	0
4989	6	0	114	0	0	0
499	14871	17405	51825	2157	288	739
4990	70178	48421	62436	1167	1	4
4991	125	212	1116	0	0	0
4992	21823	26222	76292	405	164	3
4993	12393	9206	21974	6	0	2
4994	372	227	3429	17	3	1
4995	323	139	433	12	0	0
4996	97	13	673	0	2	0
4997	0	0	5	0	0	0
4998	20274	2304	7446	0	0	0
4999	930	958	3917	61	24	17
5	87595	108665	240227	19300	1856	7489
50	17959	15333	37090	2660	193	809
500	38867	50738	143409	2280	257	616
5000	117	145	577	0	0	0
5001	237	324	1208	0	0	0
5002	2306	889	4048	3	2	0
5003	75	45	384	0	0	0
5006	5706	2087	8775	80	0	4
5007	17	98	216	5	0	0
5008	18	73	46	3	0	0
5009	8	11	37	3	0	0
501	5148	5977	16306	831	107	380
5010	2218	1204	3497	0	0	0
5011	10	5	22	0	0	0
5012	7	11	67	3	0	0
5013	705	442	2710	0	2	0
5014	2356	1211	10153	14	0	0
5015	884	383	1253	0	23	0
5016	11	4	34	0	0	0
5017	1118	461	2754	85	0	4
5018	913	303	2146	20	1	0
502	2929	4976	12302	862	78	527
5021	606	174	1126	0	0	0
5022	5	6	123	0	0	0
5023	1787	595	2619	35	4	1
5024	4	33	170	0	0	0
5025	858	607	4552	14	3	4
5026	7	3	296	0	0	0
5027	261	867	1478	0	0	0
5028	380	127	1504	2	0	0
5029	1	0	69	0	0	0
503	14370	10247	50239	1475	508	208
5030	14	2	76	0	0	0
5031	8660	3214	7175	91	14	0
5032	12	1	32	0	3	0
5033	1003	392	2744	0	0	0
5034	33	12	384	0	0	0
5035	265	296	1007	0	3	0
5036	8	2	109	0	0	0
5037	417	250	744	0	0	0
5038	0	1	37	0	0	0
5039	0	1	37	0	0	0
504	24537	13717	56046	2770	342	1816
5040	1	5	215	0	0	0
5041	3636	1521	5075	12	0	0
5042	60	18	1650	0	0	0
5043	1626	294	3477	0	0	0
5044	8	20	407	0	0	0
5045	65	15	434	0	0	0
5046	1	0	48	0	0	0
5047	116	67	784	0	0	0
5048	14	30	281	1	0	1
5049	43	35	1359	0	0	0
505	27652	28954	84227	2506	443	694
5050	302	185	1352	14	0	0
5051	17	31	353	4	3	0
5052	484	633	5442	0	0	0
5053	3	11	5	9	0	1
5054	13625	5326	20610	370	12	9
5055	54	37	279	0	0	0
5056	420	309	1736	1	0	0
5057	11	20	422	0	0	0
5058	6	2	149	0	0	0
5059	207	104	414	4	3	0
506	5896	6022	19558	756	132	183
5060	9	1	13	0	0	0
5061	64	23	1765	0	0	0
5064	5816	1851	5940	42	0	0
5065	415	327	2569	0	0	0
5066	4182	1387	3034	0	0	0
5067	2978	2665	3253	0	0	0
5068	1	0	109	0	0	0
5069	17	18	964	0	1	0
507	3656	7004	23190	834	71	567
5070	652	251	1411	6	0	4
5071	0	10	16	0	0	0
5072	17	129	910	3	0	10
5073	73	20	334	0	0	0
5074	1	0	15	0	0	0
5075	62	29	201	0	0	0
5076	434	663	2039	43	3	16
5077	371	121	1279	9	0	0
5078	420	256	3696	0	0	0
5079	152	135	634	3	0	0
508	6168	5366	24802	673	69	134
5080	588	198	1524	0	0	0
5081	10	9	41	1	0	0
5082	438	733	2294	6	0	11
5083	17	123	894	3	0	10
5084	30	152	2105	3	0	10
5085	438	733	2294	6	0	11
5086	26	17	67	5	0	0
5087	35	89	672	8	0	3
5088	97	56	105	0	0	0
5089	97	56	105	0	0	0
509	9973	12306	33296	1288	72	748
5090	20419	3034	12470	15	13	0
5091	90	45	479	0	0	0
5092	219	248	1370	2	0	0
5093	50	28	317	0	0	0
5094	4	6	15	0	0	0
5095	109	89	844	0	10	0
5096	118	171	552	8	0	0
5097	1348	482	4285	0	0	0
51	759	664	5020	10	11	0
510	6486	9578	23888	1592	177	748
5100	1622	314	3466	0	2	0
5101	30	6	109	0	0	0
5102	6	0	55	0	0	0
5103	132	56	381	12	0	0
5104	13	15	326	0	0	0
5105	356	225	1645	8	0	0
5106	14	25	102	0	0	0
5107	54	27	354	0	0	0
5108	0	0	1	0	0	0
5109	0	0	8	0	0	0
511	14514	14101	48180	1974	250	722
5110	20274	2304	7446	0	0	0
5111	7	14	160	0	0	0
5112	0	0	1	0	0	0
5113	0	0	1	0	0	0
5114	1853	4715	25432	51	2	0
5115	736	1034	2812	0	0	0
5116	1	0	10	0	0	0
5117	6274	1477	4936	0	0	0
5118	196	93	910	1	1	0
5119	530	376	3100	0	3	0
512	23997	15449	75495	809	333	102
5120	320	148	1020	0	0	0
5121	0	0	1	0	0	0
5122	0	0	7	0	0	0
5123	11	4	157	0	0	0
5124	0	0	13	0	0	0
5125	2	1	33	0	0	0
5126	129	64	865	0	0	0
5127	15010	16868	12632	0	0	0
5128	21	0	112	0	0	0
5129	14119	9452	31488	0	24	0
513	6042	4181	11911	640	77	185
5130	559	608	2942	0	0	0
5131	520	146	943	0	0	0
5132	8	31	214	6	0	4
5133	1201	332	3169	2	0	0
5134	86	45	786	0	0	0
5135	152	68	1545	0	0	0
5136	1	4	21	3	0	0
5137	5	1	188	2	0	0
5138	2	0	6	2	0	0
5139	1	4	21	3	0	0
514	4046	2864	9486	236	6	51
5140	2722	617	4518	0	5	0
5141	6	9	131	0	0	0
5142	0	1	37	0	0	0
5143	334	132	993	3	0	0
5144	0	0	11	0	0	0
5145	0	0	1	0	0	0
5146	761	318	2011	26	0	1
5147	1321	323	3007	31	0	0
