Node	CF	CN	CR	C^	Cr	C~
2286	13444	10142	58040	568	172	60
2287	30406	39201	139206	2127	118	201
2288	18484	13024	52725	1075	266	164
2289	403056	401592	658835	61483	552	4490
229	388126	1963674	1466738	579120	31067	642100
2290	17554	13249	45546	703	92	186
2291	13203	11882	45798	157	61	21
2292	16967	16293	34733	1486	112	434
2293	1488	717	5639	16	2	0
2294	10773	4090	18873	289	45	22
2295	19589	26230	48133	4832	597	1625
2296	906	404	2360	0	1	0
2297	7898	3919	15368	123	47	28
2298	10959	5058	15239	694	92	69
2299	1772	1015	6386	44	10	2
23	27509	42221	82964	8465	1017	4307
230	497965	2226047	1815823	770704	66962	703895
2300	17565	17797	56445	1255	156	351
2301	22190	17241	45159	2584	500	644
2302	17172	12960	67101	241	264	10
2303	5193	5513	16115	878	95	214
2304	36802	43102	95549	7554	626	2410
2305	16443	13070	32908	1989	349	506
2306	33056	34861	85701	5342	679	1700
2307	10576	30826	94256	7917	230	8983
2308	59968	119470	180638	10158	842	11498
2309	73540	143980	274467	12023	1792	12268
231	675978	2516612	2094916	897781	102027	677270
2310	104262	181145	309301	16685	1463	13651
2311	13877	22357	61064	4806	259	1160
2312	54003	64315	188178	9406	575	5962
2313	54464	117893	159361	8739	456	12329
2314	50083	102030	122625	8604	196	11206
2315	6981	25661	76186	6976	26	8816
2316	56568	124891	168957	9621	730	12515
2317	1733	1244	2580	0	1	0
2318	11650	15068	41090	2349	129	1075
2319	7575	9112	33524	3092	0	364
232	593977	2498724	1906641	868826	89183	768700
2320	57514	136566	175889	12681	606	11992
2321	62996	126207	185741	9730	934	12133
2322	50287	100483	122932	8302	200	10949
2323	74157	127419	209167	10853	823	13016
2324	3165	2589	6305	135	6	11
2325	53465	113778	138215	8758	280	12549
2326	57855	117588	171253	9258	711	12346
2327	50898	100751	126606	7772	151	10541
2328	57569	123313	175523	8360	801	11988
2329	67765	114634	187873	8408	540	10986
233	637007	795239	1733688	111214	27121	13155
2330	277149	346574	523729	31611	2853	13356
2331	2713	5663	9725	822	29	859
2332	58069	116311	154191	8624	393	11308
2333	56407	114278	145525	9319	247	12084
2334	65805	128485	187764	10098	775	12891
2335	63883	130589	206948	9970	1242	11790
2336	41863	32673	119197	2375	525	700
2337	52127	115356	143490	10033	364	12406
2338	96236	169804	273839	13615	1814	12250
2339	3758	7933	14998	1486	126	779
234	1075259	3696887	2831199	1301439	129032	922098
2340	292236	363509	528144	35132	2245	13374
2341	385566	486974	688358	64707	2893	15269
2342	104780	169185	242494	12831	1542	11887
2343	9215	21520	74848	8401	345	6058
2344	103803	174093	253247	13767	1427	13201
2345	66927	111100	168838	7168	350	9197
2346	57932	115580	176078	9064	945	10685
2347	120644	189166	307718	14797	1842	12998
2348	7772	4080	13154	396	28	40
2349	111442	182452	244023	13175	639	12921
235	507316	1413189	976815	390430	3569	454384
2350	226882	344485	614281	33556	5255	12305
2351	6264	11865	36672	4927	888	1088
2352	4336	4466	12317	895	157	201
2353	193	115	919	0	0	0
2354	3267	2406	15187	263	68	29
2355	3	13	29	1	0	0
2356	1	8	3	0	0	1
2357	1	8	3	0	0	1
2358	1	8	3	0	0	1
2359	29966	16597	37609	2640	127	447
236	541154	2319802	1711593	785732	82616	726630
2360	46471	32064	100350	4521	957	786
2361	17135	27434	66176	4675	710	2209
2362	44708	41946	93522	6026	896	2683
2363	3426	2199	11188	0	0	0
2364	46206	56943	122535	7053	952	2926
2365	82935	95008	202168	6776	642	962
2366	26236	13785	43403	2399	268	202
2367	152848	171619	444172	22016	2224	5645
2368	84075	107633	205424	10458	940	2798
2369	34565	22458	47831	3431	398	1016
237	498619	1635567	1105837	441708	19893	515317
2370	890	597	2461	0	0	0
2371	42635	26858	48694	2344	196	752
2372	36704	24326	57366	3712	359	1275
2373	34	11	226	0	0	0
2374	5554	3048	8022	56	0	10
2375	1512	940	3411	54	0	48
2376	213	407	2565	51	1	47
2377	45	243	1153	35	0	46
2378	1209	2417	7804	585	12	464
2379	8106	999	6913	46	0	47
238	834116	3179493	2588439	1151005	133422	814069
2380	125	314	1847	36	2	36
2381	4404	3457	11976	634	39	470
2382	221	382	2387	60	3	17
2383	11120	12365	27397	2222	531	425
2384	10359	6977	25343	663	208	66
2385	10016	10495	22776	1826	379	362
2386	20851	14293	42942	1674	785	168
2387	7728	3734	11740	129	28	3
2388	19063	28277	48806	6094	736	1650
2389	21462	16349	46792	2354	826	424
239	372263	1968211	1487636	627861	34282	651916
2390	9594	9294	16061	1705	119	384
2391	14171	15115	30121	183	6	4
2392	13756	15956	31111	18	6	1
2393	50788	19527	58028	1806	348	140
2394	35888	78354	117920	13982	714	11312
2395	44691	19003	53622	1881	346	163
2396	46480	16833	47394	1476	322	113
2397	25645	27133	63337	3773	271	1070
2398	36024	75959	113568	12776	527	11039
2399	61260	41002	93896	4617	660	2487
24	27887	52729	98742	12853	823	6378
240	943242	3211849	2820279	1081426	114891	789575
2400	6860	8927	24694	124	36	11
2401	54740	32799	76113	3195	591	1412
2402	55302	20742	62134	2429	442	147
2403	36733	25076	52213	2557	374	1327
2404	34858	13538	61844	1050	308	93
2405	965	1124	9689	33	4	5
2406	7153	4120	30618	142	53	14
2407	59589	86593	161987	3922	550	81
2408	1336	10375	14412	4	0	0
2409	26121	6373	27629	17	46	7
241	1546836	4003873	3129732	1305898	110663	903698
2410	740	943	4650	24	0	11
2411	4792	1939	8559	185	24	23
2412	6001	5443	17989	780	90	351
2413	8039	3837	13083	234	75	21
2414	12577	5295	20324	254	55	30
2415	3124	4567	19037	8	10	0
2416	527	389	3732	19	21	2
2417	4721	2051	11083	80	28	4
2418	810	466	2741	0	0	0
2419	578	164	1468	0	0	0
242	534571	2252321	1643417	745665	80666	702495
2420	1	0	52	0	0	0
2421	38454	26966	100174	1272	393	139
2422	63777	47561	106895	2116	399	239
2423	5046	3307	17291	362	68	35
2424	8002	3580	15437	270	42	28
2425	9990	6125	21685	129	44	19
2426	438456	412630	510438	59575	3839	3283
2427	21494	11017	33861	342	72	77
2428	9246	4559	17741	244	57	35
2429	86378	74320	132006	2323	337	238
243	562302	1792412	1633160	463050	20074	490581
2430	6773	5062	25702	504	109	66
2431	41307	40562	119402	4021	689	628
2432	56403	45617	180446	6704	1017	1097
2433	23413	11732	38097	373	112	58
2434	4599	2269	15201	199	67	11
2435	78603	66002	108248	2645	564	168
2436	9769	6437	22620	166	60	26
2437	18202	13739	48903	1265	110	377
2438	20274	2304	7446	0	0	0
2439	1353	875	4343	81	13	4
244	367141	1933730	1404531	583061	30483	654792
2440	12892	9445	30730	1269	243	218
2441	1238	395	2735	9	10	0
2442	3367	1599	7508	112	69	5
2443	8978	6894	24802	750	350	88
2444	2414	2036	7238	127	8	39
2445	1465	997	4675	66	2	32
2446	21402	7257	26564	467	74	107
2447	4623	1250	11163	175	26	10
2448	49532	19526	68247	1766	319	337
2449	4678	2551	16096	200	56	47
245	719957	2977580	2355701	1084289	117442	822594
2450	1030	942	5163	102	6	31
2451	48327	10670	34091	488	118	69
2452	2108	1640	6195	93	10	31
2453	8719	4959	26610	328	20	40
2454	43702	56995	141557	9509	2119	2137
2455	16509	19351	49796	2749	287	1527
2456	66979	69897	164627	11682	1940	3685
2457	73610	44518	116647	6860	1388	810
2458	46939	49689	102054	8205	1071	3097
2459	6197	3933	12885	320	18	10
246	664052	2648308	2090416	883125	40198	751618
2460	55576	52689	125493	8322	711	3122
2461	57027	49015	120750	9098	1197	2166
2462	35429	21021	71822	3182	531	634
2463	11047	13047	37900	1278	94	754
2464	14915	15505	36500	607	65	128
2465	6809	6364	14331	826	96	452
2466	7384	7819	20736	1069	147	538
2467	16156	11805	38645	1146	159	502
2468	12281	6807	29967	545	149	54
2469	9078	4763	18894	447	54	57
247	518766	731547	832796	208536	10101	33678
2470	18622	20328	43416	1026	313	269
2471	53063	65551	119159	11466	766	4284
2472	8759	6242	17350	833	103	400
2473	9706	5662	18435	451	174	21
2474	29790	28239	50625	5351	482	1749
2475	31142	25100	72180	128	219	10
2476	2712	2628	10637	115	8	31
2477	6725	4223	11056	655	141	150
2478	9087	8491	26319	937	103	521
2479	38110	27402	61477	4600	466	1112
248	368675	1841691	1327483	552537	27268	623120
2480	43206	44370	98950	7628	1013	1929
2481	17344	19643	36386	865	250	331
2482	14480	10217	40657	927	143	150
2483	9933	12573	33450	1291	99	773
2484	48639	33829	103095	3933	285	798
2485	1085	651	4438	43	11	0
2486	25640	42099	56039	10070	577	3720
2487	12278	14206	39512	1685	86	880
2488	60565	36325	150400	1965	535	668
2489	586	134	620	2	0	0
249	530865	2371966	1870042	816284	72827	732635
2490	13818	6831	34053	603	126	102
2491	815	380	4464	26	2	1
2492	972	1266	2492	9	1	5
2493	16820	8221	21912	4	11	4
2494	1664	1908	6454	28	16	6
2495	1187	1676	5722	73	3	10
2496	6	32	621	4	0	4
2497	4523	3847	16255	227	21	87
2498	17340	12241	48080	1248	334	242
2499	21830	21232	59097	2967	319	596
25	30707	43071	88737	9063	1104	4109
250	751740	1425059	1548987	516620	48797	201471
2500	9010	4999	24838	353	71	89
2501	4523	3847	16255	227	21	87
2502	3316	2941	14505	152	17	72
2503	35285	32209	64548	542	58	63
2504	521	40	1382	0	0	0
2505	39424	14712	54345	1027	44	277
2506	232220	212362	277208	12602	2072	353
2507	5764	3970	21499	361	22	48
2508	9502	25591	46651	222	21	42
2509	20036	15263	71278	717	118	246
251	538038	2215566	1646693	743850	81534	674364
2510	72029	81226	134665	2828	393	80
2511	27757	47206	106940	1996	587	707
2512	594231	718341	1061497	138503	12045	15158
2513	584202	563333	688328	152347	3010	13249
2514	602330	752198	1077721	148740	12386	17000
2515	585127	687177	889642	131325	8642	13847
2516	51076	48022	71003	8263	211	1325
2517	32429	29829	53220	8837	85	1257
2518	73765	59652	252151	6561	1396	939
2519	79601	68657	172286	3374	1040	197
252	424300	2141731	1615802	625582	12719	574175
2520	33452	35890	64847	6878	499	2045
2521	246519	239251	499200	15813	4797	1259
2522	66797	66110	209255	13264	3374	2944
2523	18089	23475	74681	2692	402	1072
2524	4056	9222	35629	2718	265	1486
2525	24973	12957	60408	2867	360	1753
2526	35150	40366	112434	3278	382	2245
2527	535061	591081	961815	72538	13859	5444
2528	19147	25895	111029	2900	433	2265
2529	206772	243417	700249	34520	7210	7744
253	839593	3462362	2444974	1240107	119027	908979
2530	36180	49603	134822	2897	490	2556
2531	5364	15923	65167	2737	225	2895
2532	125375	140745	324478	7150	2446	3679
2533	22168	36237	102895	3449	597	2352
2534	49136	41872	115345	3135	394	2648
2535	23911	14430	58563	3008	319	2213
2536	31715	41358	128010	3348	508	1830
2537	131665	106526	209058	5216	1247	1437
2538	67307	79631	237490	3718	1388	923
2539	6075	13840	52816	2671	315	1957
254	694609	2641892	2110906	919183	90292	767683
2540	112439	120971	242098	6376	1482	1646
2541	53908	52447	122647	2816	468	2416
2542	19081	32011	87066	3277	332	2892
2543	155436	207443	463095	19060	4284	3913
2544	116744	142393	324950	7303	2645	2943
2545	64064	80795	233071	4489	1050	3306
2546	66370	75496	162459	4095	880	1894
2547	11678	5583	33553	772	229	59
2548	458545	474424	781030	47242	7508	3473
2549	29682	38343	117501	3463	739	1726
255	488047	1490747	1048523	426316	8073	457047
2550	41680	52780	181502	3585	754	2875
2551	8679	12827	26179	2037	94	1563
2552	6516	8851	14858	1755	61	1590
2553	8038	4863	10709	1146	0	286
2554	17364	7629	34009	486	90	46
2555	4373	6421	11950	1509	57	1290
2556	22708	25123	72213	4428	359	1561
2557	49454	44778	118553	1435	453	148
2558	6968	8708	15655	1997	99	1076
2559	13592	17529	46880	2171	65	2156
256	826997	3458034	2429307	1270046	118923	910237
2560	8404	12924	22660	1884	52	2132
2561	24639	23561	55531	3151	313	2396
2562	91120	114032	211633	9062	1039	1306
2563	38892	21260	57894	2398	103	2198
2564	4172	1238	5540	33	0	0
2565	11266	8973	27198	1378	76	816
2566	4523	1265	6544	11	30	0
2567	3440	565	2657	0	0	0
2568	14810	8952	31085	683	158	68
2569	73634	38007	122111	4544	357	2451
257	401695	1725528	1144205	468613	17184	572664
2570	10598	3391	23196	44	50	2
2571	8129	5165	26326	336	31	47
2572	43589	22841	66953	2536	165	2170
2573	4896	5721	12314	1502	42	865
2574	4598	4198	14430	769	60	724
2575	5662	9987	14273	1609	26	2143
2576	4346	2008	6914	170	12	30
2577	8383	4213	11021	433	32	131
2578	12904	5816	17986	390	154	17
2579	6911	9149	16096	1805	104	1575
258	478777	1733442	1093802	453990	21146	557370
2580	6756	9125	15881	1845	67	1517
2581	4057	3677	11684	645	32	659
2582	7409	2643	17984	53	7	21
2583	4007	7385	13142	1610	42	1633
2584	7226	13480	19430	2034	40	2315
2585	170818	81430	410737	6144	1865	732
2586	4278	4184	13225	840	34	748
2587	4622	2972	8500	772	30	106
2588	10382	7561	31914	467	71	57
2589	7869	11152	18096	1841	39	1965
259	696907	2868129	2308393	1055939	116727	778495
2590	4427	2241	6691	253	18	36
2591	12510	19612	76765	1626	40	187
2592	10964	3710	15617	278	53	39
2593	7238	4501	15396	356	48	45
2594	35950	14433	60030	658	318	60
2595	9715	6469	22311	881	137	112
2596	4566	1762	6384	227	22	10
2597	9655	12989	25248	1885	85	2085
2598	25447	12756	39747	178	37	26
2599	27272	14953	57609	1483	173	144
26	12245	27469	46267	6898	546	3993
260	103414	154043	428723	11756	5361	833
2600	7663	12650	32447	2362	115	1799
2601	108048	68834	199629	7756	1316	2574
2602	5272	2946	7949	634	29	72
2603	35687	61475	173302	7328	1120	2549
2604	26401	27505	87516	3036	592	696
2605	301416	192729	695171	19943	5743	3183
2606	186328	142079	485612	19002	4159	3232
2607	31357	22580	75261	8394	1376	1622
2608	110032	123636	371451	13407	3446	2635
2609	9134	9950	29806	910	116	38
261	244029	252769	319322	18398	2160	653
2610	58862	55205	176229	12748	3147	2819
2611	12155	4352	28386	127	637	2
2612	33262	16517	60705	1892	622	385
2613	117	71	681	1	0	0
2614	2616	2253	12659	247	97	15
2615	664	637	3542	15	0	1
2616	2105	2954	13603	5	5	4
2617	401249	462342	546933	100417	3016	10258
2618	1763	1587	4291	4	0	4
2619	6437	12247	31130	3070	95	1702
262	925574	3524882	2625550	1273026	133997	893497
2620	75	32	746	3	0	0
2621	6584	8385	26219	1261	214	471
2622	3413	5069	12494	1131	66	487
2623	3799	6861	23541	460	33	280
2624	2604	1845	8912	159	24	65
2625	5317	2266	10491	24	3	1
2626	24842	22908	50404	457	165	54
2627	3437	6226	16803	993	71	502
2628	5220	6306	20580	728	133	332
2629	18139	17858	21277	154	15	16
263	339413	1855850	1229551	521163	19927	650035
2630	7055	7255	23191	786	74	396
2631	10141	4567	20340	295	18	167
2632	1237	1483	4279	255	4	112
2633	944	1368	3254	388	29	177
2634	595	830	1887	126	9	47
2635	9802	5154	14645	617	27	820
2636	88680	104989	248578	15720	3828	3434
2637	39581	33195	72360	5144	417	2396
2638	33033	34778	105425	4739	635	2140
2639	61689	47297	109457	7375	901	1768
264	580645	2429086	1859250	827263	84989	743635
2640	52334	34760	138112	2478	684	405
2641	1973	6701	18302	875	4	995
2642	10478	12326	29889	1601	63	1342
2643	3084	7321	22865	925	18	989
2644	4515	8080	26880	967	39	990
2645	1645	1043	5151	23	18	0
2646	7366	8981	27068	1135	50	1242
2647	18887	19984	49190	2838	137	1712
2648	52827	33431	81425	3507	1103	362
2649	11768	15194	48109	1857	205	1226
265	686011	2549857	2254094	916224	119992	692999
2650	54152	57447	130619	11809	548	3844
2651	19025	20010	51207	2933	214	1725
2652	105755	82636	273313	6294	1874	902
2653	8839	10809	26205	1333	22	1320
2654	41216	29881	74050	4057	334	1953
2655	27601	28844	89010	2790	501	1256
2656	28054	16944	38930	2029	79	1488
2657	134792	78405	287765	5502	1533	781
2658	180	257	1226	16	0	38
2659	46198	19779	41259	2168	164	738
266	422215	1638897	1023519	434615	10393	552674
2660	169	112	1685	0	3	0
2661	5	7	41	0	0	0
2662	0	1	5	0	0	0
2663	36	67	236	0	0	0
2664	53	44	457	0	1	0
2665	17138	28665	62207	390	126	191
2666	21098	11949	28597	1081	204	60
2667	79376	45375	167991	1845	743	236
2668	22496	7595	33803	354	72	44
2669	14807	6252	21525	181	9	9
267	386953	1711774	1125769	480563	14180	572294
2670	12041	3885	9988	101	6	1
2671	28045	16740	44900	1916	338	111
2672	49560	48064	108713	7685	1333	1425
2673	14942	8460	21318	599	23	73
2674	11742	3735	8541	79	0	0
2675	71289	87566	178153	18749	4564	3667
2676	55780	28486	96758	2571	589	293
2677	16208	12051	34681	1190	155	165
2678	47634	43930	76642	8720	1161	1963
2679	135369	200131	376380	28034	3562	14168
268	658680	1183561	1196615	447894	10966	218704
2680	27646	9829	47653	668	133	74
2681	13377	4831	13821	111	34	4
2682	34309	12224	49443	621	138	66
2683	19649	12892	43523	1161	237	154
2684	354	125	579	3	0	0
2685	7619	4334	21391	338	47	65
2686	0	11	55	0	0	0
2687	895	1173	4987	118	17	28
2688	165638	236548	407245	29029	2531	4817
2689	31831	30386	64414	2294	123	71
269	971527	3621312	2600860	1296520	122147	920029
2690	74308	86092	139140	8554	482	456
2691	48476	42765	77116	454	194	7
2692	19248	24246	44066	311	2	7
2693	123	60	2122	3	0	0
2694	857	473	2546	28	27	0
2695	504	96	992	8	6	0
2696	504	96	992	8	6	0
2697	3393	5427	11740	979	64	460
2698	504	96	992	8	6	0
2699	7798	5831	38648	595	96	158
27	23403	5782	15370	274	29	20
270	736433	3006240	2379835	1098980	118890	826052
2700	1271	606	3237	64	15	5
2701	172520	175501	166609	9243	80	309
2702	182946	207859	214271	13299	480	408
2703	23178	23387	77937	2549	530	495
2704	5149	3186	16396	75	25	31
2705	3405	5234	13996	731	46	366
2706	3405	5234	13996	731	46	366
2707	2482	1764	7012	247	16	81
2708	3793	4485	12717	523	40	272
2709	14402	10668	42488	863	439	191
271	437337	1641028	1027655	444758	12347	545207
2710	5716	2292	8478	231	9	106
2711	5328	3636	14089	407	56	180
2712	9556	11731	44702	941	185	258
2713	8679	7489	23500	1092	13	210
2714	1002	801	4887	67	7	11
2715	9002	4896	14217	387	11	186
2716	4168	1599	7937	193	3	91
2717	12535	5513	18704	731	29	132
2718	17582	7635	34828	485	130	20
2719	23392	8995	43883	595	74	26
272	434138	1953558	1454383	601767	44297	626963
2720	46408	18967	74537	1284	581	84
2721	51359	28765	117599	3080	1022	502
2722	34041	26880	68160	2997	472	1049
2723	16142	5329	25974	415	13	14
2724	717299	870864	1725295	126963	14327	24099
2725	2801	1280	4172	98	5	44
2726	8398	4324	14244	174	47	23
2727	3170	674	3276	44	4	7
2728	3556	1454	5639	100	21	32
2729	3086	1751	5199	133	6	50
273	388331	2190186	1569950	631746	13267	606063
2730	3446	1095	4105	55	3	9
2731	6049	1657	8016	80	13	22
2732	3235	1218	4500	98	9	32
2733	4210	3386	17409	158	10	64
2734	4257	3283	17166	144	8	63
2735	2964	978	3750	81	3	26
2736	5360	4073	15071	308	64	11
2737	325622	402507	531227	88920	4604	9148
2738	14050	19129	44902	4096	1092	769
2739	4094	3735	12656	409	144	40
274	748635	2232162	2165876	731305	25679	439386
2740	11914	4178	27499	285	82	17
2741	11287	5177	24183	304	61	36
2742	67517	21619	119887	1082	749	61
2743	13234	14546	49067	1130	22	986
2744	29254	16667	71774	1397	485	201
2745	6307	4511	26141	114	33	19
2746	864	767	3637	55	5	30
2747	21031	9459	45314	605	161	74
2748	19063	8425	44547	100	49	3
2749	40702	25055	108026	2247	815	391
275	21746	45021	112341	3474	342	3217
2750	59997	44981	152864	2398	673	399
2751	3253	2070	10281	48	16	12
2752	7842	5006	10898	162	3	78
2753	7467	4188	8190	116	2	71
2754	8375	4652	10819	177	5	83
2755	11218	5359	15460	243	21	89
2756	29531	27733	95458	1143	191	223
2757	7776	4258	9331	116	10	71
2758	10448	5054	28192	199	33	20
2759	2907	2610	9794	394	69	69
276	494546	1433233	968889	394508	4059	467157
2760	17662	18479	60934	874	71	162
2761	7427	4556	10113	184	11	83
2762	10220	7827	33283	506	174	192
2763	8437	6731	17761	602	51	269
2764	16964	3756	21845	205	44	6
2765	3079	1245	9474	90	40	10
2766	2902	2187	8990	245	26	212
2767	2432	1276	7062	124	21	33
2768	39932	14304	54545	1418	1265	122
2769	41232	16019	73634	1037	216	143
277	480248	1153336	1323757	380603	27404	148389
2770	7289	3186	17203	321	44	38
2771	8589	4373	11776	322	0	140
2772	12964	7493	30204	683	115	141
2773	10064	6866	21501	684	246	223
2774	9560	4052	26648	328	677	6
2775	19932	7400	22264	647	126	105
2776	46640	22536	85977	1326	327	257
2777	2517	1641	6522	198	12	197
2778	9082	4442	13872	316	22	113
2779	6986	3275	9320	215	0	84
278	489616	1611093	1115464	440336	17612	507921
2780	9092	6107	27862	719	82	258
2781	142479	64662	248008	6322	2312	840
2782	2894	2711	9636	293	36	35
2783	20146	2793	10345	45	11	1
2784	23337	8435	23172	594	60	297
2785	4714	6498	17252	623	10	343
2786	24	57	1032	3	0	0
2787	14863	6555	18622	576	52	34
2788	30	54	1070	3	0	0
2789	22657	17362	49753	2472	293	391
279	579068	2433257	1844090	833233	86447	744412
2790	24614	20732	54225	4048	595	642
2791	6783	4806	17566	491	61	46
2792	3307	3593	9846	456	30	70
2793	42606	40680	80405	5881	549	1585
2794	41233	43531	115477	7352	863	1953
2795	13488	8475	38303	465	97	46
2796	32828	33782	77728	7730	678	1782
2797	38698	48245	90761	8826	487	3532
2798	1045	2004	4755	149	7	68
2799	3007	3475	12060	548	95	126
28	28250	53837	104462	11608	1401	5451
280	1569840	3833480	3338412	1326167	122200	852882
2800	783	1397	2744	94	3	59
2801	899	867	3521	110	19	11
2802	964	1520	4915	199	13	45
2803	11229	5871	21910	688	186	246
2804	2395	6029	11815	826	13	1111
2805	347	1170	2028	90	5	58
2806	5285	4916	12069	139	7	92
2807	11843	3673	13021	162	14	77
2808	1881	5594	10558	829	26	1112
2809	2952	4090	13842	374	25	179
281	607611	2019440	1884126	687899	18725	425175
2810	2062	3546	8676	693	10	348
2811	8794	4733	14362	296	63	91
2812	29524	7688	25371	194	45	136
2813	1576	1134	5149	116	0	57
2814	32593	13560	50982	800	188	193
2815	2274	4552	11055	644	9	863
2816	441	328	2224	74	0	10
2817	9884	5503	16404	223	34	136
2818	31206	9773	30915	391	143	138
2819	1542	4075	8572	595	17	850
282	823096	2679594	2323787	529970	23287	601541
2820	9131	4171	18751	143	55	103
2821	8778	4699	12531	155	11	129
2822	1013	776	2627	122	33	7
2823	1424	1278	8102	303	28	68
2824	13324	14299	25321	578	30	344
2825	5184	3648	10889	289	17	118
2826	3164	2960	9991	577	87	233
2827	701	1261	2661	419	33	190
2828	506	1727	3290	565	10	362
2829	599	1328	2901	375	24	249
283	405083	1837692	1238508	522465	20174	600837
2830	1093	1580	4507	415	59	119
2831	951	1936	4900	452	41	269
2832	6145	6820	15867	8	8	0
2833	776	1031	2326	345	51	73
2834	7623	14416	29934	378	20	253
2835	1404	2458	6010	601	82	286
2836	21462	12784	54703	1147	293	300
2837	1415	1437	3211	373	13	148
2838	1658	2017	4790	500	39	220
2839	2299	2781	8547	611	37	369
284	4394	11356	19244	52	7	12
2840	428	167	534	0	0	0
2841	3424	323	3133	0	1	0
2842	29	39	584	0	1	0
2843	23271	18677	56793	3886	855	644
2844	6789	3849	12366	176	44	48
2845	17161	16835	39410	2775	359	446
2846	9715	6818	19670	764	115	120
2847	1900	1114	6400	15	2	1
2848	6436	7501	25664	398	90	49
2849	7717	3646	10429	99	8	23
285	800723	3176149	2399067	1115096	107243	847974
2850	293	129	764	6	16	0
2851	103	30	416	0	5	0
2852	269	198	1283	9	1	0
2853	4138	2342	14090	215	94	12
2854	56	22	192	0	0	0
2855	30690	15703	67044	1320	250	967
2856	37830	12368	38556	813	6	120
2857	146702	87713	213972	3010	971	86
2858	27863	28047	46261	502	61	11
2859	12444	6896	40683	278	10	20
286	556808	2299117	1742822	772265	84671	680059
2860	12244	6872	24968	376	129	55
2861	39104	9140	27743	783	52	19
2862	68841	33630	86548	3537	782	294
2863	38147	13646	46264	981	37	223
2864	56884	24484	75640	2251	608	176
2865	16787	6338	25792	371	49	14
2866	30422	18415	63882	1677	406	227
2867	12295	6739	26336	532	107	109
2868	59285	20432	60140	2308	264	208
2869	48164	22071	80798	1891	341	163
287	685067	2605775	2273533	932006	117205	711867
2870	44232	21190	48388	2329	361	563
2871	49096	24130	82145	2357	440	278
2872	47999	19422	76192	1205	702	249
2873	31145	8427	26508	497	76	54
2874	28686	13478	31287	636	62	55
2875	37313	11829	40105	964	200	84
2876	77749	57298	128174	5432	660	2319
2877	86531	95307	231546	14571	1357	4052
2878	73770	26110	85752	5091	288	400
2879	30522	6781	20555	327	38	5
288	573216	1303619	1680549	422004	33678	159018
2880	81385	54313	148424	6621	953	1491
2881	50367	19813	65773	1820	240	107
2882	66189	39232	120924	2664	732	290
2883	80356	62586	155282	8971	800	2356
2884	32126	5819	25967	239	30	20
2885	75793	45364	122489	5373	494	1101
2886	1321	334	5139	8	1	1
2887	151	98	1520	1	0	0
2888	595	379	3342	28	0	4
2889	32639	16744	51490	514	72	71
289	90481	100596	299009	3626	1810	177
2890	32	62	339	1	0	0
2891	208	140	1695	1	0	0
2892	22	9	452	1	0	0
2893	4114	3343	11406	281	43	86
2894	734	646	2271	28	31	0
2895	1134	921	2982	43	24	1
2896	689	954	2890	209	61	82
2897	68	52	112	0	0	0
2898	307	464	919	81	4	31
2899	1793	805	4975	71	27	1
29	1063	1121	4451	60	8	5
290	624991	2580699	1974717	916572	89879	771656
2900	392	590	1286	125	13	42
2901	296	322	653	47	0	20
2902	0	1	19	0	0	0
2903	47579	50988	155367	3873	1077	490
2904	24915	34759	104407	1559	243	602
2905	138630	118063	315190	5220	2643	397
2906	58796	49753	129448	2242	491	513
2907	75673	83670	255964	5385	1085	1465
2908	23245	27318	80077	2469	159	878
2909	26977	35680	96346	6032	626	1728
291	574063	2512793	1861402	802084	91648	661899
2910	16061	11969	49995	855	10	220
2911	7610	3688	13001	200	27	32
2912	8154	7030	21612	910	88	132
2913	24438	26417	69236	4647	538	1166
2914	4440	2054	11765	92	9	30
2915	26694	13989	59815	921	145	87
2916	9958	3701	13988	184	16	41
2917	6444	4269	18708	433	37	112
2918	78616	22921	88464	1508	251	197
2919	16094	11047	34879	1527	205	277
292	476446	1926159	1406945	588872	45003	598723
2920	15196	11732	34251	1795	124	346
2921	11916	9950	28223	1225	189	217
2922	16576	10008	49379	848	331	93
2923	10700	7418	30397	741	127	243
2924	8722	2640	18693	131	8	14
2925	5904	1574	10911	95	3	11
2926	5437	2289	14489	118	37	8
2927	15330	9282	41968	756	296	140
2928	765	724	5355	49	10	4
2929	16063	10676	28431	748	77	291
293	659010	2628089	2038391	895943	94249	770080
2930	4195	1002	6713	32	9	2
2931	450	216	1875	20	0	0
2932	2018	1207	6441	44	7	4
2933	1553	2841	10089	589	42	454
2934	20276	2304	7888	0	0	0
2935	5	10	371	0	0	0
2936	7	0	264	0	0	0
2937	1443	799	3224	17	0	16
2938	10677	7778	34051	370	78	55
2939	1459	814	3768	17	0	16
294	715714	2753532	2223135	961689	99458	773921
2940	1137	552	5113	35	14	1
2941	187	68	529	0	0	0
2942	7358	4214	20630	212	64	16
2943	1448	849	3451	17	0	16
2944	2528	1507	7618	110	2	13
2945	2500	2122	7013	230	27	46
2946	4166	4788	15893	453	72	102
2947	34568	30456	48754	165	53	0
2948	13765	10931	36472	769	27	190
2949	42	3	794	0	0	0
295	740640	2743024	2386366	1040639	119381	749022
2950	3752	2520	10815	154	33	30
2951	13207	8576	41106	698	170	83
2952	204	86	777	1	1	0
2953	212	89	824	1	2	0
2954	547	599	3518	14	20	2
2955	746	590	5282	28	23	0
